raw_text,station_id,issue_time,bulletin_time,valid_time_from,valid_time_to,remarks,latitude,longitude,elevation_m,fcst_time_from_1,fcst_time_to_1,change_indicator_1,time_becoming,probability_1,wind_dir_degrees_1,wind_speed_kt_1,wind_gust_kt_1,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_1,altim_in_hg,vert_vis_ft,wx_string_1,not_decoded,sky_cover_1,cloud_base_ft_agl_1,cloud_type_1,sky_cover_2,cloud_base_ft_agl_2,cloud_type_2,sky_cover_3,cloud_base_ft_agl_3,cloud_type_3,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from_2,fcst_time_to_2,change_indicator_2,time_becoming,probability_2,wind_dir_degrees_2,wind_speed_kt_2,wind_gust_kt_2,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_2,altim_in_hg,vert_vis_ft,wx_string_2,not_decoded,sky_cover_4,cloud_base_ft_agl_4,cloud_type_4,sky_cover_5,cloud_base_ft_agl_5,cloud_type_5,sky_cover_6,cloud_base_ft_agl_6,cloud_type_6,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from_3,fcst_time_to_3,change_indicator_3,time_becoming,probability_3,wind_dir_degrees_3,wind_speed_kt_3,wind_gust_kt_3,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_3,altim_in_hg,vert_vis_ft,wx_string_3,not_decoded,sky_cover_7,cloud_base_ft_agl_7,cloud_type_7,sky_cover_8,cloud_base_ft_agl_8,cloud_type_8,sky_cover_9,cloud_base_ft_agl_9,cloud_type_9,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from_4,fcst_time_to_4,change_indicator_4,time_becoming,probability_4,wind_dir_degrees_4,wind_speed_kt_4,wind_gust_kt_4,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_4,altim_in_hg,vert_vis_ft,wx_string_4,not_decoded,sky_cover_10,cloud_base_ft_agl_10,cloud_type_10,sky_cover_11,cloud_base_ft_agl_11,cloud_type_11,sky_cover_12,cloud_base_ft_agl_12,cloud_type_12,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from_5,fcst_time_to_5,change_indicator_5,time_becoming,probability_5,wind_dir_degrees_5,wind_speed_kt_5,wind_gust_kt_5,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_5,altim_in_hg,vert_vis_ft,wx_string_5,not_decoded,sky_cover_13,cloud_base_ft_agl_13,cloud_type_13,sky_cover_14,cloud_base_ft_agl_14,cloud_type_14,sky_cover_15,cloud_base_ft_agl_15,cloud_type_15,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from_6,fcst_time_to_6,change_indicator_6,time_becoming,probability_6,wind_dir_degrees_6,wind_speed_kt_6,wind_gust_kt_6,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_6,altim_in_hg,vert_vis_ft,wx_string_6,not_decoded,sky_cover_16,cloud_base_ft_agl_16,cloud_type_16,sky_cover_17,cloud_base_ft_agl_17,cloud_type_17,sky_cover_18,cloud_base_ft_agl_18,cloud_type_18,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from_7,fcst_time_to_7,change_indicator_7,time_becoming,probability_7,wind_dir_degrees_7,wind_speed_kt_7,wind_gust_kt_7,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_7,altim_in_hg,vert_vis_ft,wx_string_7,not_decoded,sky_cover_19,cloud_base_ft_agl_19,cloud_type_19,sky_cover_20,cloud_base_ft_agl_20,cloud_type_20,sky_cover_21,cloud_base_ft_agl_21,cloud_type_21,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from_8,fcst_time_to_8,change_indicator_8,time_becoming,probability_8,wind_dir_degrees_8,wind_speed_kt_8,wind_gust_kt_8,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi_8,altim_in_hg,vert_vis_ft,wx_string_8,not_decoded,sky_cover_22,cloud_base_ft_agl_22,cloud_type_22,sky_cover_23,cloud_base_ft_agl_23,cloud_type_23,sky_cover_24,cloud_base_ft_agl_24,cloud_type_24,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c
TAF UWGG 050750Z 0509/0609 26003G09MPS 8000 SCT030CB TX21/0514Z TN10/0601Z TEMPO 0509/0515 28008G14MPS,UWGG,2025-07-05T07:50:00Z,2025-07-05T07:50:00Z,2025-07-05T09:00:00Z,2025-07-06T09:00:00Z,,56.225,43.786,73,2025-07-05T09:00:00Z,2025-07-06T09:00:00Z,,,,260,6,17,,,,4.97,,,,,SCT,3000,CB,,,,,,,,,,,,,,,,,,,2025-07-05T09:00:00Z,2025-07-05T15:00:00Z,TEMPO,,,280,16,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF ULMM 050750Z 0509/0609 34006G12MPS 6000 -SHRA BKN016CB TEMPO 0509/0512 03006G12MPS,ULMM,2025-07-05T07:50:00Z,2025-07-05T07:50:00Z,2025-07-05T09:00:00Z,2025-07-06T09:00:00Z,,68.781,32.749,79,2025-07-05T09:00:00Z,2025-07-06T09:00:00Z,,,,340,12,23,,,,3.73,,,-SHRA,,BKN,1600,CB,,,,,,,,,,,,,,,,,,,2025-07-05T09:00:00Z,2025-07-05T12:00:00Z,TEMPO,,,30,12,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF UHMM 050750Z 0509/0615 10007G14MPS 9999 SCT040,UHMM,2025-07-05T07:50:00Z,2025-07-05T07:50:00Z,2025-07-05T09:00:00Z,2025-07-06T15:00:00Z,,59.911,150.725,175,2025-07-05T09:00:00Z,2025-07-06T15:00:00Z,,,,100,14,27,,,,6+,,,,,SCT,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRGA 050749Z 0508/0606 09003KT 6SM BR SKC FM051400 17004KT P6SM SKC FM051700 22005KT P6SM SCT060,KRGA,2025-07-05T07:49:00Z,2025-07-05T07:49:00Z,2025-07-05T08:00:00Z,2025-07-06T06:00:00Z,AMD,37.6305,-84.329,301,2025-07-05T08:00:00Z,2025-07-05T14:00:00Z,,,,90,3,,,,,6,,,BR,,SKC,,,,,,,,,,,,,,,,,,,,,2025-07-05T14:00:00Z,2025-07-05T17:00:00Z,FM,,,170,4,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2025-07-05T17:00:00Z,2025-07-06T06:00:00Z,FM,,,220,5,,,,,6+,,,,,SCT,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSGJ 050748Z 0508/0606 02007KT P6SM VCSH BKN030 TEMPO 0508/0512 VRB10G20KT 5SM SHRA BR BKN020 FM051400 02012G20KT P6SM VCSH SCT025 BKN050 FM051800 02012G18KT P6SM VCTS SCT030CB BKN060 BKN250 FM052200 02010KT P6SM SCT035 SCT060 SCT250 AMD NOT SKED,KSGJ,2025-07-05T07:48:00Z,2025-07-05T07:48:00Z,2025-07-05T08:00:00Z,2025-07-06T06:00:00Z,AMD,29.9592,-81.341,2,2025-07-05T08:00:00Z,2025-07-05T14:00:00Z,,,,20,7,,,,,6+,,,VCSH,,BKN,3000,,,,,,,,,,,,,,,,,,,,2025-07-05T08:00:00Z,2025-07-05T12:00:00Z,TEMPO,,,VRB,10,20,,,,5,,,SHRA BR,,BKN,2000,,,,,,,,,,,,,,,,,,,,2025-07-05T14:00:00Z,2025-07-05T18:00:00Z,FM,,,20,12,20,,,,6+,,,VCSH,,SCT,2500,,BKN,5000,,,,,,,,,,,,,,,,,2025-07-05T18:00:00Z,2025-07-05T22:00:00Z,FM,,,20,12,18,,,,6+,,,VCTS,,SCT,3000,CB,BKN,6000,,BKN,25000,,,,,,,,,,,,,,2025-07-05T22:00:00Z,2025-07-06T06:00:00Z,FM,,,20,10,,,,,6+,,,,,SCT,3500,,SCT,6000,,SCT,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHNB 050747Z 0508/0606 00000KT 3SM BR SKC TEMPO 0508/0512 2SM BR FM051300 16004KT P6SM SKC FM051600 19005KT P6SM SCT060,KHNB,2025-07-05T07:47:00Z,2025-07-05T07:47:00Z,2025-07-05T08:00:00Z,2025-07-06T06:00:00Z,AMD,38.2505,-86.9473,159,2025-07-05T08:00:00Z,2025-07-05T13:00:00Z,,,,0,0,,,,,3,,,BR,,SKC,,,,,,,,,,,,,,,,,,,,,2025-07-05T08:00:00Z,2025-07-05T12:00:00Z,TEMPO,,,,,,,,,2,,,BR,,,,,,,,,,,,,,,,,,,,,,,2025-07-05T13:00:00Z,2025-07-05T16:00:00Z,FM,,,160,4,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2025-07-05T16:00:00Z,2025-07-06T06:00:00Z,FM,,,190,5,,,,,6+,,,,,SCT,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF UNAA 050747Z 0509/0609 31003MPS CAVOK FM060300 23003G08MPS 9999 SCT025CB TEMPO 0603/0609 28008G20MPS -TSRA,UNAA,2025-07-05T07:47:00Z,2025-07-05T07:47:00Z,2025-07-05T09:00:00Z,2025-07-06T09:00:00Z,,53.74,91.385,249,2025-07-05T09:00:00Z,2025-07-06T03:00:00Z,,,,310,6,,,,,6+,,,NSW,,NSC,,,,,,,,,,,,,,,,,,,,,2025-07-06T03:00:00Z,2025-07-06T09:00:00Z,FM,,,230,6,16,,,,6+,,,,,SCT,2500,CB,,,,,,,,,,,,,,,,,,,2025-07-06T03:00:00Z,2025-07-06T09:00:00Z,TEMPO,,,280,16,39,,,,,,,-TSRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KGBD 050746Z 0508/0606 20014KT P6SM VCSH BKN080 TEMPO 0508/0510 6SM -RA OVC050 FM051000 19010KT P6SM BKN080 FM051200 22009KT P6SM BKN030 FM051500 22008KT P6SM SCT040 FM052000 16007KT P6SM FEW210,KGBD,2025-07-05T07:46:00Z,2025-07-05T07:46:00Z,2025-07-05T08:00:00Z,2025-07-06T06:00:00Z,AMD,38.3405,-98.8592,573,2025-07-05T08:00:00Z,2025-07-05T10:00:00Z,,,,200,14,,,,,6+,,,VCSH,,BKN,8000,,,,,,,,,,,,,,,,,,,,2025-07-05T08:00:00Z,2025-07-05T10:00:00Z,TEMPO,,,,,,,,,6,,,-RA,,OVC,5000,,,,,,,,,,,,,,,,,,,,2025-07-05T10:00:00Z,2025-07-05T12:00:00Z,FM,,,190,10,,,,,6+,,,,,BKN,8000,,,,,,,,,,,,,,,,,,,,2025-07-05T12:00:00Z,2025-07-05T15:00:00Z,FM,,,220,9,,,,,6+,,,,,BKN,3000,,,,,,,,,,,,,,,,,,,,2025-07-05T15:00:00Z,2025-07-05T20:00:00Z,FM,,,220,8,,,,,6+,,,,,SCT,4000,,,,,,,,,,,,,,,,,,,,2025-07-05T20:00:00Z,2025-07-06T06:00:00Z,FM,,,160,7,,,,,6+,,,,,FEW,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF CYQT 050746Z 0508/0520 08006KT P6SM -RA SCT006 BKN040 TEMPO 0508/0520 4SM -SHRA BR OVC006 PROB30 0512/0518 1 1/2SM +TSRA BR BKN004 OVC040 RMK NXT FCST BY 051400Z,CYQT,2025-07-05T07:46:00Z,2025-07-05T07:46:00Z,2025-07-05T08:00:00Z,2025-07-05T20:00:00Z,RMK NXT FCST BY 051400Z,48.374,-89.33,197,2025-07-05T08:00:00Z,2025-07-05T20:00:00Z,,,,80,6,,,,,6+,,,-RA,,SCT,600,,BKN,4000,,,,,,,,,,,,,,,,,2025-07-05T08:00:00Z,2025-07-05T20:00:00Z,TEMPO,,,,,,,,,4,,,-SHRA BR,,OVC,600,,,,,,,,,,,,,,,,,,,,2025-07-05T12:00:00Z,2025-07-05T18:00:00Z,PROB,,30,,,,,,,1.5,,,+TSRA BR,,BKN,400,,OVC,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF UWOO 050746Z 0509/0609 30003G10MPS 9999 SCT030 TX29/0510Z TN15/0523Z TEMPO 0509/0515 26007G12MPS BKN020CB TEMPO 0515/0524 18003G08MPS FM060000 32005G12MPS 9999 BKN020 TEMPO 0600/0609 36009G14MPS -SHRA BKN016CB,UWOO,2025-07-05T07:46:00Z,2025-07-05T07:46:00Z,2025-07-05T09:00:00Z,2025-07-06T09:00:00Z,,51.795,55.457,90,2025-07-05T09:00:00Z,2025-07-06T00:00:00Z,,,,300,6,19,,,,6+,,,,,SCT,3000,,,,,,,,,,,,,,,,,,,,2025-07-05T09:00:00Z,2025-07-05T15:00:00Z,TEMPO,,,260,14,23,,,,,,,,,BKN,2000,CB,,,,,,,,,,,,,,,,,,,2025-07-05T15:00:00Z,2025-07-06T00:00:00Z,TEMPO,,,180,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-06T00:00:00Z,2025-07-06T09:00:00Z,FM,,,320,10,23,,,,6+,,,,,BKN,2000,,,,,,,,,,,,,,,,,,,,2025-07-06T00:00:00Z,2025-07-06T09:00:00Z,TEMPO,,,360,17,27,,,,,,,-SHRA,,BKN,1600,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF UWOR 050745Z 0509/0518 31007G12MPS 9999 SCT030 TX28/0510Z TN20/0518Z TEMPO 0509/0518 34009G14MPS BKN020,UWOR,2025-07-05T07:45:00Z,2025-07-05T07:45:00Z,2025-07-05T09:00:00Z,2025-07-05T18:00:00Z,,51.07,58.597,270,2025-07-05T09:00:00Z,2025-07-05T18:00:00Z,,,,310,14,23,,,,6+,,,,,SCT,3000,,,,,,,,,,,,,,,,,,,,2025-07-05T09:00:00Z,2025-07-05T18:00:00Z,TEMPO,,,340,17,27,,,,,,,,,BKN,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSBN 050745Z 0508/0606 21004KT P6SM SKC FM051300 21008KT P6SM FEW250 FM051700 22010G21KT P6SM SCT250 FM060000 19006KT P6SM BKN250,KSBN,2025-07-05T07:45:00Z,2025-07-05T07:45:00Z,2025-07-05T08:00:00Z,2025-07-06T06:00:00Z,AMD,41.7072,-86.3163,236,2025-07-05T08:00:00Z,2025-07-05T13:00:00Z,,,,210,4,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2025-07-05T13:00:00Z,2025-07-05T17:00:00Z,FM,,,210,8,,,,,6+,,,,,FEW,25000,,,,,,,,,,,,,,,,,,,,2025-07-05T17:00:00Z,2025-07-06T00:00:00Z,FM,,,220,10,21,,,,6+,,,,,SCT,25000,,,,,,,,,,,,,,,,,,,,2025-07-06T00:00:00Z,2025-07-06T06:00:00Z,FM,,,190,6,,,,,6+,,,,,BKN,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF UHSS 050745Z 0509/0615 15004MPS 9999 SCT040CB,UHSS,2025-07-05T07:45:00Z,2025-07-05T07:45:00Z,2025-07-05T09:00:00Z,2025-07-06T15:00:00Z,,46.887,142.719,14,2025-07-05T09:00:00Z,2025-07-06T15:00:00Z,,,,150,8,,,,,6+,,,,,SCT,4000,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF USSS 050745Z 0509/0609 30005G16MPS 9999 SCT030CB BECMG 0513/0515 BKN016CB TEMPO 0515/0606 -TSRA BECMG 0516/0518 25003G13MPS,USSS,2025-07-05T07:45:00Z,2025-07-05T07:45:00Z,2025-07-05T09:00:00Z,2025-07-06T09:00:00Z,,56.745,60.792,222,2025-07-05T09:00:00Z,2025-07-05T13:00:00Z,,,,300,10,31,,,,6+,,,,,SCT,3000,CB,,,,,,,,,,,,,,,,,,,2025-07-05T13:00:00Z,2025-07-05T16:00:00Z,BECMG,1751727600,,300,10,31,,,,6+,,,,,BKN,1600,CB,,,,,,,,,,,,,,,,,,,2025-07-05T15:00:00Z,2025-07-06T06:00:00Z,TEMPO,,,,,,,,,,,,-TSRA,,,,,,,,,,,,,,,,,,,,,,,2025-07-05T16:00:00Z,2025-07-06T09:00:00Z,BECMG,1751738400,,250,6,25,,,,6+,,,,,BKN,1600,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF UWUU 050745Z 0509/0609 21005G12MPS 9999 BKN020 TX26/0510Z TN14/0601Z TEMPO 0509/0518 VRB16MPS 4000 -TSRAGR SQ FEW007 BKN011CB FM051800 27003G12MPS 6000 OVC016 TEMPO 0518/0606 29006G16MPS 1000 TSRA BR SCT004 BKN010CB,UWUU,2025-07-05T07:45:00Z,2025-07-05T07:45:00Z,2025-07-05T09:00:00Z,2025-07-06T09:00:00Z,,54.57,55.87,137,2025-07-05T09:00:00Z,2025-07-05T18:00:00Z,,,,210,10,23,,,,6+,,,,,BKN,2000,,,,,,,,,,,,,,,,,,,,2025-07-05T09:00:00Z,2025-07-05T18:00:00Z,TEMPO,,,VRB,31,,,,,2.49,,,-TSRA -TSGR SQ,,FEW,700,,BKN,1100,CB,,,,,,,,,,,,,,,,2025-07-05T18:00:00Z,2025-07-06T09:00:00Z,FM,,,270,6,23,,,,3.73,,,,,OVC,1600,,,,,,,,,,,,,,,,,,,,2025-07-05T18:00:00Z,2025-07-06T06:00:00Z,TEMPO,,,290,12,31,,,,0.62,,,TSRA BR,,SCT,400,,BKN,1000,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF UWKS 050744Z 0509/0518 30003G10MPS 9999 SCT030CB TX20/0512Z TN16/0518Z,UWKS,2025-07-05T07:44:00Z,2025-07-05T07:44:00Z,2025-07-05T09:00:00Z,2025-07-05T18:00:00Z,,56.09,47.347,165,2025-07-05T09:00:00Z,2025-07-05T18:00:00Z,,,,300,6,19,,,,6+,,,,,SCT,3000,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRSL 050744Z 0508/0606 17014KT P6SM VCSH SCT100 FM050900 20010KT P6SM SCT100 FM052000 14008KT P6SM FEW210,KRSL,2025-07-05T07:44:00Z,2025-07-05T07:44:00Z,2025-07-05T08:00:00Z,2025-07-06T06:00:00Z,AMD,38.8725,-98.8093,569,2025-07-05T08:00:00Z,2025-07-05T09:00:00Z,,,,170,14,,,,,6+,,,VCSH,,SCT,10000,,,,,,,,,,,,,,,,,,,,2025-07-05T09:00:00Z,2025-07-05T20:00:00Z,FM,,,200,10,,,,,6+,,,,,SCT,10000,,,,,,,,,,,,,,,,,,,,2025-07-05T20:00:00Z,2025-07-06T06:00:00Z,FM,,,140,8,,,,,6+,,,,,FEW,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF CYTL 050743Z 0508/0520 30010G20KT 6SM HZ SKC TEMPO 0508/0512 2SM HZ FM051400 31015G25KT P6SM BKN030 RMK FCST BASED ON AUTO OBS. NXT FCST BY 051400Z,CYTL,2025-07-05T07:43:00Z,2025-07-05T07:43:00Z,2025-07-05T08:00:00Z,2025-07-05T20:00:00Z,RMK FCST BASED ON AUTO OBS. NXT FCST BY 051400Z,53.816,-89.892,218,2025-07-05T08:00:00Z,2025-07-05T14:00:00Z,,,,300,10,20,,,,6,,,HZ,,SKC,,,,,,,,,,,,,,,,,,,,,2025-07-05T08:00:00Z,2025-07-05T12:00:00Z,TEMPO,,,,,,,,,2,,,HZ,,,,,,,,,,,,,,,,,,,,,,,2025-07-05T14:00:00Z,2025-07-05T20:00:00Z,FM,,,310,15,25,,,,6+,,,,,BKN,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
