raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover_1,cloud_base_ft_agl_1,sky_cover_2,cloud_base_ft_agl_2,sky_cover_3,cloud_base_ft_agl_3,sky_cover_4,cloud_base_ft_agl_4,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
LFRT 051030Z AUTO 27009KT CAVOK 19/10 Q1022,LFRT,2025-07-05T10:30:00Z,48.536,-2.853,19,10,270,9,,6+,30.18,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,134
LFRS 051030Z AUTO 29007KT 260V340 CAVOK 26/09 Q1022 NOSIG,LFRS,2025-07-05T10:30:00Z,47.15,-1.609,26,9,290,7,,6+,30.18,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,26
LFRQ 051030Z AUTO 27010KT 230V300 CAVOK 20/13 Q1023 NOSIG,LFRQ,2025-07-05T10:30:00Z,47.975,-4.168,20,13,270,10,,6+,30.21,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,94
LFRO 051030Z AUTO 23010KT 9999 FEW034 OVC074 19/14 Q1022,LFRO,2025-07-05T10:30:00Z,48.755,-3.469,19,14,230,10,,6+,30.18,,,TRUE,,,,,,,,FEW,3400,OVC,7400,,,,,VFR,,,,,,,,,,,,METAR,86
LFRN 051030Z AUTO 26008KT 210V320 CAVOK 24/06 Q1022 NOSIG,LFRN,2025-07-05T10:30:00Z,48.069,-1.734,24,6,260,8,,6+,30.18,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,35
LFRM 051030Z AUTO 23007KT 160V300 CAVOK 26/08 Q1021 NOSIG,LFRM,2025-07-05T10:30:00Z,47.949,0.202,26,8,230,7,,6+,30.15,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,51
LFRL 051030Z AUTO 25012KT 9999 FEW013 BKN098 OVC130 18/15 Q1023 BECMG 02010KT,LFRL,2025-07-05T10:30:00Z,48.279,-4.439,18,15,250,12,,6+,30.21,,,TRUE,,,,,,,,FEW,1300,BKN,9800,OVC,13000,,,VFR,,,,,,,,,,,,METAR,80
LFRK 051030Z AUTO 25011KT 210V270 CAVOK 21/12 Q1020 TEMPO 26015G25KT RA,LFRK,2025-07-05T10:30:00Z,49.18,-0.456,21,12,250,11,,6+,30.12,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,66
LFRJ 051030Z AUTO 22012KT 9999 FEW019 BKN090 BKN140 20/15 Q1022,LFRJ,2025-07-05T10:30:00Z,48.527,-4.138,20,15,220,12,,6+,30.18,,,TRUE,,,,,,,,FEW,1900,BKN,9000,BKN,14000,,,VFR,,,,,,,,,,,,METAR,109
LFRI 051030Z AUTO 02005KT 320V090 CAVOK 27/10 Q1022 NOSIG,LFRI,2025-07-05T10:30:00Z,46.702,-1.379,27,10,20,5,,6+,30.18,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,89
LFRH 051030Z AUTO 25012KT CAVOK 20/13 Q1023 NOSIG,LFRH,2025-07-05T10:30:00Z,47.761,-3.44,20,13,250,12,,6+,30.21,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,46
LFRG 051030Z AUTO 24009KT CAVOK 20/10 Q1021 NOSIG,LFRG,2025-07-05T10:30:00Z,49.365,0.154,20,10,240,9,,6+,30.15,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,146
LFRD 051030Z AUTO 25007KT 220V280 9999 //////CB 21/09 Q1022 TEMPO RA BECMG NSC,LFRD,2025-07-05T10:30:00Z,48.589,-2.075,21,9,250,7,,6+,30.18,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,56
LFRC 051030Z AUTO 26015KT 9999 BKN015 BKN100 BKN130 18/15 Q1020 BECMG 26015G25KT,LFRC,2025-07-05T10:30:00Z,49.65,-1.47,18,15,260,15,,6+,30.12,,,TRUE,,,,,,,,BKN,1500,BKN,10000,BKN,13000,,,MVFR,,,,,,,,,,,,METAR,137
LFRB 051030Z AUTO 25012KT CAVOK 20/14 Q1022 TEMPO RA,LFRB,2025-07-05T10:30:00Z,48.444,-4.412,20,14,250,12,,6+,30.18,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,91
LFQQ 051030Z AUTO 25014KT 220V280 CAVOK 23/09 Q1018 TEMPO 26015G25KT,LFQQ,2025-07-05T10:30:00Z,50.562,3.089,23,9,250,14,,6+,30.06,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,43
LFQG 051030Z AUTO VRB05KT 9999 FEW010 27/06 Q1020,LFQG,2025-07-05T10:30:00Z,46.998,3.113,27,6,VRB,5,,6+,30.12,,,TRUE,,,,,,,,FEW,1000,,,,,,,VFR,,,,,,,,,,,,METAR,172
LFQB 051030Z AUTO 31006KT 250V030 CAVOK 26/09 Q1020,LFQB,2025-07-05T10:30:00Z,48.325,4.02,26,9,310,6,,6+,30.12,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,107
LFQA 051030Z AUTO 24006KT 210V290 CAVOK 24/08 Q1019,LFQA,2025-07-05T10:30:00Z,49.21,4.155,24,8,240,6,,6+,30.09,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,92
LFPV 051030Z AUTO 28005KT 240V330 CAVOK 22/07 Q1021 NOSIG,LFPV,2025-07-05T10:30:00Z,48.77,2.205,22,7,280,5,,6+,30.15,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,171
LFPT 051030Z AUTO 27008KT 240V300 CAVOK 23/07 Q1020,LFPT,2025-07-05T10:30:00Z,49.097,2.041,23,7,270,8,,6+,30.12,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,91
LFPO 051030Z 28005KT 210V320 CAVOK 25/07 Q1020 NOSIG,LFPO,2025-07-05T10:30:00Z,48.717,2.384,25,7,280,5,,6+,30.12,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,88
LFPN 051030Z AUTO 24008KT 9999 NCD 24/07 Q1021 NOSIG,LFPN,2025-07-05T10:30:00Z,48.752,2.114,24,7,240,8,,6+,30.15,,,TRUE,,,TRUE,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,152
LFPM 051030Z AUTO VRB04KT CAVOK 24/08 Q1020,LFPM,2025-07-05T10:30:00Z,48.611,2.68,24,8,VRB,4,,6+,30.12,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,91
LFPG 051030Z 25009KT 210V300 CAVOK 24/06 Q1020 NOSIG,LFPG,2025-07-05T10:30:00Z,49.015,2.534,24,6,250,9,,6+,30.12,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,107
LFPB 051030Z AUTO 24006KT 190V290 CAVOK 23/08 Q1020 NOSIG,LFPB,2025-07-05T10:30:00Z,48.967,2.428,23,8,240,6,,6+,30.12,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,50
LFOZ 051030Z AUTO VRB05KT CAVOK 26/08 Q1021,LFOZ,2025-07-05T10:30:00Z,47.897,2.163,26,8,VRB,5,,6+,30.15,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,121
LFOV 051030Z AUTO 29007KT 250V320 CAVOK 23/08 Q1021,LFOV,2025-07-05T10:30:00Z,48.031,-0.746,23,8,290,7,,6+,30.15,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,99
LFOT 051030Z AUTO 28004KT 240V350 CAVOK 26/09 Q1021 NOSIG,LFOT,2025-07-05T10:30:00Z,47.444,0.728,26,9,280,4,,6+,30.15,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,107
LFOP 051030Z AUTO 25009KT 220V280 CAVOK 21/10 Q1020 NOSIG,LFOP,2025-07-05T10:30:00Z,49.383,1.182,21,10,250,9,,6+,30.12,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,149
LFOK 051030Z AUTO 30006KT CAVOK 24/10 Q1020 NOSIG,LFOK,2025-07-05T10:30:00Z,48.777,4.165,24,10,300,6,,6+,30.12,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,166
LFOJ 051030Z AUTO 27005KT 210V340 CAVOK 26/09 Q1020 NOSIG,LFOJ,2025-07-05T10:30:00Z,47.985,1.754,26,9,270,5,,6+,30.12,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,122
LFOH 051030Z AUTO 25011KT CAVOK 19/14 Q1020 NOSIG,LFOH,2025-07-05T10:30:00Z,49.533,0.091,19,14,250,11,,6+,30.12,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,87
LFOE 051030Z AUTO 28009KT 240V320 CAVOK 24/05 Q1020 NOSIG,LFOE,2025-07-05T10:30:00Z,49.025,1.222,24,5,280,9,,6+,30.12,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,132
LFOB 051030Z AUTO 26010KT 210V310 CAVOK 24/09 Q1020 NOSIG,LFOB,2025-07-05T10:30:00Z,49.454,2.113,24,9,260,10,,6+,30.12,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,99
LFOA 051030Z AUTO VRB04KT CAVOK 28/05 Q1021,LFOA,2025-07-05T10:30:00Z,47.052,2.642,28,5,VRB,4,,6+,30.15,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,174
LFMY 051030Z AUTO 30009KT 260V330 CAVOK 33/12 Q1016 NOSIG,LFMY,2025-07-05T10:30:00Z,43.604,5.108,33,12,300,9,,6+,30.00,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,57
LFMV 051030Z AUTO 33012KT 300V360 CAVOK 32/11 Q1016 NOSIG,LFMV,2025-07-05T10:30:00Z,43.911,4.903,32,11,330,12,,6+,30.00,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,33
LFMU 051030Z AUTO 31008KT 260V020 CAVOK 34/13 Q1016 BECMG 28017G30KT,LFMU,2025-07-05T10:30:00Z,43.322,3.353,34,13,310,8,,6+,30.00,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,14
LFMT 051030Z AUTO 17006KT 130V200 CAVOK 32/19 Q1016 NOSIG,LFMT,2025-07-05T10:30:00Z,43.577,3.963,32,19,170,6,,6+,30.00,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1
LFMP 051030Z AUTO 30009KT 260V340 CAVOK 35/14 Q1017 TEMPO 27020G35KT TSRA SCT080CB BKN120,LFMP,2025-07-05T10:30:00Z,42.737,2.873,35,14,300,9,,6+,30.03,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,41
LFMO 051030Z AUTO 35015KT CAVOK 32/12 Q1016 NOSIG,LFMO,2025-07-05T10:30:00Z,44.144,4.861,32,12,350,15,,6+,30.00,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,56
LFMN 051030Z 11006KT 9999 FEW016 30/24 Q1015 NOSIG,LFMN,2025-07-05T10:30:00Z,43.658,7.216,30,24,110,6,,6+,29.97,,,,,,TRUE,,,,,FEW,1600,,,,,,,VFR,,,,,,,,,,,,METAR,4
LFML 051030Z AUTO 28013KT CAVOK 33/13 Q1016 NOSIG,LFML,2025-07-05T10:30:00Z,43.438,5.216,33,13,280,13,,6+,30.00,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,20
LFMK 051030Z AUTO 28012KT 230V310 CAVOK 32/15 Q1019 TEMPO FEW050 FEW080CB BKN140,LFMK,2025-07-05T10:30:00Z,43.214,2.31,32,15,280,12,,6+,30.09,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,124
LFMI 051030Z AUTO 34012KT CAVOK 33/11 Q1016 NOSIG,LFMI,2025-07-05T10:30:00Z,43.516,4.935,33,11,340,12,,6+,30.00,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,20
LFMH 051030Z AUTO 36006KT 250V060 CAVOK 27/07 Q1021,LFMH,2025-07-05T10:30:00Z,45.533,4.293,27,7,360,6,,6+,30.15,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,400
LFMD 051030Z AUTO 16007KT 120V200 CAVOK 31/24 Q1015 TEMPO FEW060CB,LFMD,2025-07-05T10:30:00Z,43.544,6.953,31,24,160,7,,6+,29.97,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,2
LFMC 051030Z AUTO VRB02KT CAVOK 34/18 Q1015,LFMC,2025-07-05T10:30:00Z,43.383,6.386,34,18,VRB,2,,6+,29.97,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,79
LFLY 051030Z AUTO 36009KT 330V040 CAVOK 29/08 Q1019 NOSIG,LFLY,2025-07-05T10:30:00Z,45.726,4.938,29,8,360,9,,6+,30.09,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,197
LFLX 051030Z AUTO VRB04KT CAVOK 28/05 Q1021 NOSIG,LFLX,2025-07-05T10:30:00Z,46.87,1.741,28,5,VRB,4,,6+,30.15,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,157
LFLW 051030Z AUTO 30006KT 270V350 CAVOK 26/08 Q1022 NOSIG,LFLW,2025-07-05T10:30:00Z,44.899,2.421,26,8,300,6,,6+,30.18,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,638
LFLV 051030Z AUTO 01006KT 280V040 CAVOK 27/06 Q1020,LFLV,2025-07-05T10:30:00Z,46.167,3.399,27,6,10,6,,6+,30.12,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,248
LFLU 051030Z AUTO 35012KT 310V020 CAVOK 30/09 Q1018,LFLU,2025-07-05T10:30:00Z,44.922,4.97,30,9,350,12,,6+,30.06,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,162
LFLS 051030Z AUTO 34008KT 300V020 CAVOK 28/09 Q1020 NOSIG,LFLS,2025-07-05T10:30:00Z,45.363,5.329,28,9,340,8,,6+,30.12,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,386
LFLP 051030Z AUTO VRB05KT CAVOK 29/14 Q1019 NOSIG,LFLP,2025-07-05T10:30:00Z,45.93,6.106,29,14,VRB,5,,6+,30.09,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,460
LFLN 051030Z AUTO 30005KT 220V010 CAVOK 28/06 Q1020 NOSIG,LFLN,2025-07-05T10:30:00Z,46.412,4.025,28,6,300,5,,6+,30.12,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,238
LFLL 051030Z 35012KT 310V020 CAVOK 27/09 Q1019 NOSIG,LFLL,2025-07-05T10:30:00Z,45.726,5.078,27,9,350,12,,6+,30.09,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,234
LFLC 051030Z AUTO 04006KT 330V100 CAVOK 27/07 Q1021 NOSIG,LFLC,2025-07-05T10:30:00Z,45.787,3.169,27,7,40,6,,6+,30.15,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,325
LFLB 051030Z AUTO 03005KT 350V070 CAVOK 29/14 Q1018 NOSIG,LFLB,2025-07-05T10:30:00Z,45.637,5.883,29,14,30,5,,6+,30.06,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,234
LFKS 051030Z AUTO 13007KT 100V190 CAVOK 31/23 Q1015,LFKS,2025-07-05T10:30:00Z,41.924,9.406,31,23,130,7,,6+,29.97,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,22
LFKJ 051030Z AUTO 23009KT 180V250 CAVOK 31/25 Q1016 NOSIG,LFKJ,2025-07-05T10:30:00Z,41.924,8.803,31,25,230,9,,6+,30.00,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,9
LFKF 051030Z AUTO 23012KT 200V260 CAVOK 35/19 Q1016 NOSIG,LFKF,2025-07-05T10:30:00Z,41.501,9.098,35,19,230,12,,6+,30.00,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,15
LFKC 051030Z AUTO 36009KT 320V050 CAVOK 32/22 Q1016 TEMPO FEW080CB BECMG 23010KT,LFKC,2025-07-05T10:30:00Z,42.531,8.793,32,22,360,9,,6+,30.00,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,38
LFKB 051030Z AUTO 09007KT 040V120 CAVOK 32/23 Q1015 TEMPO FEW080CB,LFKB,2025-07-05T10:30:00Z,42.553,9.484,32,23,90,7,,6+,29.97,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,7
LFJR 051030Z AUTO 27006KT 220V350 CAVOK 25/09 Q1022,LFJR,2025-07-05T10:30:00Z,47.562,-0.317,25,9,270,6,,6+,30.18,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,50
LFJL 051030Z AUTO 29007KT 240V360 CAVOK 26/07 Q1020 NOSIG,LFJL,2025-07-05T10:30:00Z,48.982,6.251,26,7,290,7,,6+,30.12,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,259
LFHP 051030Z AUTO VRB04KT CAVOK 26/05 Q1022,LFHP,2025-07-05T10:30:00Z,45.075,3.764,26,5,VRB,4,,6+,30.18,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,829
LFGJ 051030Z AUTO 29005KT 220V360 CAVOK 28/08 Q1019 NOSIG,LFGJ,2025-07-05T10:30:00Z,47.044,5.427,28,8,290,5,,6+,30.09,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,191
LFGA 051030Z AUTO 09005KT 030V140 CAVOK 27/10 Q1018,LFGA,2025-07-05T10:30:00Z,48.11,7.359,27,10,90,5,,6+,30.06,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,191
LFCR 051030Z AUTO 30011KT 250V340 CAVOK 28/07 Q1021 NOSIG,LFCR,2025-07-05T10:30:00Z,44.41,2.483,28,7,300,11,,6+,30.15,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,576
LFCK 051030Z AUTO 32009KT 280V010 CAVOK 30/11 Q1021 NOSIG,LFCK,2025-07-05T10:30:00Z,43.556,2.289,30,11,320,9,,6+,30.15,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,223
LFBZ 051030Z AUTO 25008KT 190V330 9999 BKN012 OVC070 24/21 Q1022 BECMG SCT015 BKN070,LFBZ,2025-07-05T10:30:00Z,43.469,-1.534,24,21,250,8,,6+,30.18,,,TRUE,,,,,,,,BKN,1200,OVC,7000,,,,,MVFR,,,,,,,,,,,,METAR,70
LFBY 051030Z AUTO 26008KT 220V300 9999 // ////// 28/19 Q1021,LFBY,2025-07-05T10:30:00Z,43.69,-1.07,28,19,260,8,,6+,30.15,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,32
LFBX 051030Z AUTO VRB04KT CAVOK 30/06 Q1020,LFBX,2025-07-05T10:30:00Z,45.196,0.815,30,6,VRB,4,,6+,30.12,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,97
LFBU 051030Z AUTO 32009KT 280V020 CAVOK 28/05 Q1021 NOSIG,LFBU,2025-07-05T10:30:00Z,45.728,0.22,28,5,320,9,,6+,30.15,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,124
LFBT 051030Z AUTO 30005KT 270V330 CAVOK 23/18 Q1022 NOSIG,LFBT,2025-07-05T10:30:00Z,43.189,,23,18,300,5,,6+,30.18,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,359
LFBS 051030Z AUTO 01008KT 300V050 CAVOK 31/07 Q1020,LFBS,2025-07-05T10:30:00Z,44.368,-1.132,31,7,10,8,,6+,30.12,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,30
LFBP 051030Z AUTO 27004KT 220V340 9999 BKN074 25/19 Q1021 NOSIG,LFBP,2025-07-05T10:30:00Z,43.385,-0.416,25,19,270,4,,6+,30.15,,,TRUE,,,TRUE,,,,,BKN,7400,,,,,,,VFR,,,,,,,,,,,,METAR,182
LFBO 051030Z AUTO 28011KT CAVOK 28/16 Q1021 NOSIG,LFBO,2025-07-05T10:30:00Z,43.621,1.379,28,16,280,11,,6+,30.15,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,150
LFBM 051030Z AUTO 32004KT 260V070 CAVOK 30/07 Q1021,LFBM,2025-07-05T10:30:00Z,43.912,-0.507,30,7,320,4,,6+,30.15,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,56
LFBL 051030Z AUTO VRB06KT CAVOK 26/03 Q1022 NOSIG,LFBL,2025-07-05T10:30:00Z,45.863,1.179,26,3,VRB,6,,6+,30.18,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,402
LFBI 051030Z AUTO 34006KT 270V060 CAVOK 27/07 Q1021 NOSIG,LFBI,2025-07-05T10:30:00Z,46.584,0.309,27,7,340,6,,6+,30.15,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,117
LFBH 051030Z AUTO 31006KT CAVOK 26/14 Q1021 BECMG 30015G25KT,LFBH,2025-07-05T10:30:00Z,46.178,-1.193,26,14,310,6,,6+,30.15,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,18
LFBG 051030Z AUTO VRB04KT CAVOK 30/06 Q1021,LFBG,2025-07-05T10:30:00Z,45.665,-0.316,30,6,VRB,4,,6+,30.15,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,28
LFBF 051030Z AUTO 30011KT 270V330 CAVOK 28/17 Q1021,LFBF,2025-07-05T10:30:00Z,43.546,1.367,28,17,300,11,,6+,30.15,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,159
LFBE 051030Z AUTO 34006KT 290V050 CAVOK 29/07 Q1020 NOSIG,LFBE,2025-07-05T10:30:00Z,44.826,0.516,29,7,340,6,,6+,30.12,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,49
LFBD 051030Z AUTO 01008KT 320V090 CAVOK 30/08 Q1021 NOSIG,LFBD,2025-07-05T10:30:00Z,44.831,-0.691,30,8,10,8,,6+,30.15,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,48
LFBC 051030Z AUTO 04008KT 010V100 CAVOK 30/07 Q1020 BECMG 31010KT,LFBC,2025-07-05T10:30:00Z,44.533,-1.125,30,7,40,8,,6+,30.12,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,22
LFBA 051030Z AUTO 33007KT 270V020 CAVOK 30/08 Q1020 NOSIG,LFBA,2025-07-05T10:30:00Z,44.176,0.593,30,8,330,7,,6+,30.12,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,68
LFAT 051030Z AUTO 24014KT 210V270 9999 BKN012 OVC066 18/15 Q1019 TEMPO 24020G30KT 4000 -RA BKN008 BKN015,LFAT,2025-07-05T10:30:00Z,50.515,1.623,18,15,240,14,,6+,30.09,,,TRUE,,,,,,,,BKN,1200,OVC,6600,,,,,MVFR,,,,,,,,,,,,METAR,2
LFAQ 051030Z AUTO 25013KT CAVOK 24/10 Q1019 NOSIG,LFAQ,2025-07-05T10:30:00Z,49.972,2.704,24,10,250,13,,6+,30.09,,,TRUE,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,107
LFAC 051030Z AUTO 24022KT 9999 BKN018 BKN045 OVC062 20/15 Q1017,LFAC,2025-07-05T10:30:00Z,50.962,1.955,20,15,240,22,,6+,30.03,,,TRUE,,,,,,,,BKN,1800,BKN,4500,OVC,6200,,,MVFR,,,,,,,,,,,,METAR,3
LEZL 051030Z 17004KT 100V230 CAVOK 29/19 Q1018 NOSIG,LEZL,2025-07-05T10:30:00Z,37.418,-5.893,29,19,170,4,,6+,30.06,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,26
LEZG 051030Z 31009KT 270V350 CAVOK 29/18 Q1019 NOSIG,LEZG,2025-07-05T10:30:00Z,41.661,-1.004,29,18,310,9,,6+,30.09,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,245
LEXJ 051030Z 32006KT 250V010 9999 FEW025 25/21 Q1022,LEXJ,2025-07-05T10:30:00Z,43.429,-3.831,25,21,320,6,,6+,30.18,,,,,,,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,1
LEVX 051030Z 14004KT 050V220 CAVOK 29/20 Q1019 NOSIG,LEVX,2025-07-05T10:30:00Z,42.239,-8.624,29,20,140,4,,6+,30.09,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,253
LEVT 051030Z 03010KT 350V100 9999 FEW035 26/15 Q1023,LEVT,2025-07-05T10:30:00Z,42.872,-2.733,26,15,30,10,,6+,30.21,,,,,,,,,,,FEW,3500,,,,,,,VFR,,,,,,,,,,,,METAR,501
LEVS 051030Z VRB03KT CAVOK 29/14 Q1021,LEVS,2025-07-05T10:30:00Z,40.371,-3.785,29,14,VRB,3,,6+,30.15,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,683
